doc_num,token
0440,"['03:41:22.87', '1.08', '10', '12-mar-1987', '12.38', '1986', '6.16', '71', 'ab', 'ab', 'ahlsel', 'billion', 'billion', 'billion', 'blds', 'boliden', 'compani', 'conglomer', 'consolid', 'crown', 'crown', 'crown', 'dividend', 'expens', 'financi', 'group', 'incom', 'invest', 'loss', 'loss', 'mln', 'note', 'propos', 'result', 'sale', 'st', 'vs', 'vs', 'vs', 'wholesal', 'year']"
0441,"['09:44:16.03', '200', '30', '350', '46', '9-mar-1987', 'accord', 'accord', 'accord', 'ad', 'agreement', 'agreement', 'ahead', 'allow', 'allow', 'also', 'also', 'amc', 'amc', 'amc', 'amc', 'amc', 'amc', 'amc', 'amc', 'amc', 'american', 'american', 'american', 'amo', 'approv', 'author', 'board', 'bond', 'bond', 'bond', 'buy', 'buy', 'c', 'car', 'chairman', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'chrysler', 'condit', 'constructor', 'continu', 'convert', 'cooper', 'corp', 'corp', 'day', 'deal', 'definit', 'depend', 'des', 'destin', 'develop', 'distribut', 'dlr', 'dlrs', 'dlrs', 'exchang', 'exchang', 'export', 'famili', 'form', 'four', 'french', 'futur', 'futur', 'gave', 'goe', 'govern', 'group', 'happi', 'held', 'held', 'iacocca', 'iacocca', 'import', 'industri', 'intent', 'intent', 'interest', 'interest', 'issu', 'leader', 'lee', 'letter', 'letter', 'levi', 'major', 'market', 'mln', 'mln', 'motor', 'n', 'national', 'necessari', 'north', 'open', 'own', 'pa', 'pay', 'pay', 'pct', 'perspect', 'plan', 'possibl', 'preferenti', 'presid', 'principl', 'product', 'profit', 'programm', 'purchas', 'put', 'quot', 'quot', 'raymond', 'receiv', 'redeploy', 'regi', 'relev', 'rena', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'renault', 'said', 'said', 'said', 'said', 'said', 'said', 'sale', 'say', 'say', 'share', 'share', 'share', 'share', 'share', 'share', 'share', 'sharehold', 'sharehold', 'sharehold', 'sharehold', 'side', 'sign', 'stage', 'stake', 'state', 'statement', 'statement', 'statement', 'statement', 'statement', 'statement', 'studi', 'term', 'togeth', 'u', 'usin', 'valu', 'welcom', 'work', 'world', 'would', 'would', 'would']"
0442,"['09:45:22.44', '119,000', '125,000', '129,000', '131,000', '285,000', '292,000', '300,000', '309,000', '9-mar-1987', 'ago', 'ago', 'ago', 'ago', 'cattl', 'cattl', 'chicago', 'commiss', 'exchang', 'floor', 'guesstim', 'guesstim', 'guesstim', 'head', 'head', 'hog', 'hog', 'hous', 'mercantil', 'repres', 'slaughter', 'slaughter', 'slaughter', 'today', 'trader', 'versus', 'versus', 'week', 'week', 'year', 'year']"
0443,"['09:48:14.59', '9-mar-1987', 'adr', 'adr', 'american', 'british', 'burton', 'burton', 'burton', 'depositari', 'four', 'group', 'group', 'plc', 'plc', 'receipt', 'repres', 'retail', 'said', 'share', 'start', 'today', 'trade', 'trade', 'u']"
0444,"['09:48:24.44', '16', '16.4', '18.4', '2,289,000', '4,350,000', '46', '6,360,000', '9-mar-1987', '934,000', 'ago', 'april', 'clair', 'clair', 'clair', 'cle', 'compani', 'compar', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'earlier', 'earn', 'earn', 'earn', 'easter', 'end', 'fall', 'februari', 'februari', 'first', 'first', 'inc', 'increas', 'last', 'late', 'march', 'may', 'may', 'mln', 'mln', 'pct', 'pct', 'quarter', 'quarter', 'rate', 'rise', 'said', 'said', 'sale', 'sale', 'sale', 'sale', 'sale', 'sale', 'sale', 'sdame', 'signific', 'sinc', 'store', 'store', 'store', 'three', 'year', 'year', 'year', 'year', 'year']"
0445,"['-1988', '-1989', '09:48:54.24', '177', '1985', '1986', '1986', '1987', '1987', '1988', '1988', '1988', '1989', '2.1', '226', '2326', '3.56', '3.87', '313', '5.9', '522', '6.3', '60', '700', '8.35', '8.35', '8.87', '9-mar-1987', 'abov', 'account', 'ad', 'addit', 'addit', 'also', 'also', 'also', 'amount', 'amount', 'amount', 'amount', 'appli', 'approv', 'ask', 'ask', 'ask', 'attempt', 'august', 'author', 'back', 'billion', 'billion', 'billion', 'billion', 'billion', 'billion', 'billion', 'bing', 'board', 'board', 'board', 'board', 'budget', 'budget', 'budget', 'budget', 'budget', 'budget', 'budget', 'buy', 'buyback', 'cap', 'cap', 'capac', 'capit', 'capita', 'chang', 'charg', 'charg', 'charg', 'charg', 'charg', 'citi', 'co', 'co', 'co', 'commerci', 'commiss', 'commiss', 'compani', 'compani', 'compani', 'compani', 'compar', 'complet', 'complet', 'complet', 'contract', 'corp', 'cost', 'cost', 'cost', 'cost', 'cost', 'cost', 'custom', 'custom', 'dalton', 'delay', 'determin', 'determin', 'dlr', 'dlr', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'due', 'earn', 'earn', 'earn', 'earn', 'effect', 'electr', 'electr', 'estim', 'estim', 'factor', 'figur', 'figur', 'financi', 'first', 'first', 'fuel', 'full', 'ga', 'geogia', 'georgia', 'georgia', 'georgia', 'georgia', 'georgia', 'georgia', 'georgia', 'georgia', 'georgia', 'howev', 'includ', 'includ', 'includ', 'increas', 'increas', 'increas', 'increas', 'incur', 'initi', 'januari', 'januari', 'joint', 'june', 'june', 'keep', 'labor', 'largest', 'last', 'later', 'licens', 'load', 'locat', 'low', 'made', 'made', 'march', 'meet', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'municip', 'must', 'near', 'new', 'new', 'new', 'nonrecover', 'note', 'note', 'nuclear', 'nuclear', 'nuclear', 'oglethorp', 'one', 'oper', 'oper', 'outlin', 'own', 'owner', 'pay', 'pay', 'pct', 'pct', 'period', 'plant', 'plant', 'plant', 'plant', 'plant', 'plant', 'pledg', 'portion', 'power', 'power', 'power', 'power', 'power', 'power', 'power', 'power', 'power', 'power', 'power', 'price', 'project', 'project', 'project', 'public', 'put', 'rate', 'recov', 'regul', 'regulatori', 'repres', 'requir', 'requir', 'result', 'retail', 'retail', 'revis', 'risen', 'rule', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'schedul', 'schedul', 'septemb', 'seri', 'servic', 'sever', 'share', 'share', 'share', 'signific', 'sinc', 'southern', 'southern', 'southern', 'southern', 'southern', 'standard', 'subsidiari', 'take', 'take', 'tax', 'tax', 'tax', 'term', 'test', 'three', 'told', 'total', 'total', 'two', 'two', 'unit', 'unit', 'unit', 'unit', 'unit', 'util', 'util', 'util', 'util', 'vogtl', 'vogtl', 'vogtl', 'vogtl', 'vogtl', 'vogtl', 'vogtl', 'vogtl', 'waynesboro', 'work', 'would', 'would', 'year', 'year', 'year', 'year']"
0446,"['09:49:29.88', '5.8', '9-mar-1987', '90', 'ab', 'ab', 'acquir', 'acquir', 'announc', 'base', 'bergslag', 'billion', 'buy', 'close', 'compani', 'compani', 'complet', 'compulsorili', 'crown', 'europ', 'forest', 'form', 'group', 'intern', 'kopparberg', 'l', 'largest', 'last', 'later', 'london', 'maker', 'month', 'paper', 'papyrus', 'papyrus', 'papyrus', 'pass', 'pct', 'plc', 'price', 'pulp', 'reed', 'reed', 'remain', 'rest', 'rival', 'said', 'said', 'second', 'sell', 'septemb', 'share', 'share', 'sharehold', 'skps', 'st', 'statement', 'stora', 'stora', 'stora', 'stora', 'sweden', 'takeov', 'threshold', 'thus', 'thus', 'would', 'would']"
0447,"['09:50:57.39', '30', '300', '300', '9-mar-1987', 'ask', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'brazil', 'brazil', 'brazil', 'brazil', 'brazilian', 'chang', 'commit', 'commit', 'consid', 'context', 'continu', 'cooper', 'cooper', 'countri', 'credit', 'credit', 'credit', 'credit', 'develop', 'dilson', 'dlr', 'dlr', 'econom', 'electr', 'ex', 'ex', 'ex', 'export', 'fear', 'financ', 'first', 'funaro', 'funaro', 'fund', 'fund', 'generat', 'go', 'grant', 'help', 'help', 'im', 'im', 'im', 'imf', 'import', 'intern', 'intern', 'japan', 'japan', 'last', 'make', 'meant', 'meet', 'minist', 'minut', 'mln', 'mln', 'monetari', 'money', 'new', 'new', 'novemb', 'offici', 'offici', 'packag', 'part', 'polici', 'power', 'presid', 'privat', 'recess', 'refrain', 'renew', 'request', 'request', 'request', 'resist', 'said', 'said', 'said', 'sale', 'say', 'takashi', 'tanaka', 'tanaka', 'throw', 'today', 'told', 'told', 'would', 'would']"
0448,"['-1987', '09:55:58.63', '1.5', '1.50', '1.6', '1.70', '1.80', '115', '125', '13', '13', '130', '146', '15.50', '150', '150', '16.50', '18', '18', '18.4', '1984', '1986', '1986', '1986', '1986', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1987', '1988', '1988', '1988', '1988', '1988', '1988', '1988', '1988', '1988', '1988', '2.2', '2.3', '2.5', '2.8', '24', '3.2', '3.5', '3.8', '31', '4.2', '4.5', '6.5', '76', '8.5', '9-mar-1987', 'account', 'account', 'ad', 'adher', 'affect', 'angl', 'appreci', 'area', 'around', 'around', 'asset', 'averag', 'averag', 'averag', 'balanc', 'barrel', 'barrel', 'barrier', 'becom', 'biggest', 'billion', 'billion', 'billion', 'billion', 'billion', 'billion', 'bond', 'break', 'bring', 'buy', 'buy', 'canada', 'collaps', 'commod', 'compar', 'competit', 'contain', 'cooper', 'cost', 'countri', 'crash', 'crisi', 'crisi', 'currenc', 'currenc', 'currenc', 'currenc', 'current', 'current', 'current', 'cut', 'debt', 'decemb', 'decemb', 'decemb', 'decemb', 'decis', 'declin', 'deficit', 'deficit', 'deficit', 'demand', 'descent', 'despit', 'deter', 'develop', 'dlr', 'dlr', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dollar', 'dollar', 'dollar', 'dollar', 'dollar', 'dollar', 'dollar', 'dollar', 'dollar', 'dollar', 'dollar', 'domest', 'downward', 'drop', 'drop', 'due', 'econom', 'econom', 'econom', 'economi', 'economist', 'edg', 'eic', 'either', 'eiu', 'eiu', 'eiu', 'eiu', 'eiu', 'eiu', 'eiu', 'elsewher', 'end', 'end', 'europ', 'europ', 'european', 'even', 'exchang', 'expans', 'expect', 'expect', 'expect', 'expect', 'export', 'export', 'export', 'export', 'face', 'factor', 'fall', 'far', 'featur', 'februari', 'financ', 'firebal', 'first', 'fiscal', 'five', 'five', 'five', 'flat', 'forecast', 'forecast', 'forecast', 'forecast', 'forecast', 'forecast', 'foreign', 'fortun', 'german', 'germani', 'germani', 'germani', 'germani', 'germani', 'go', 'govern', 'group', 'growth', 'growth', 'growth', 'growth', 'growth', 'growth', 'growth', 'growth', 'hamper', 'hardest', 'hit', 'howev', 'import', 'import', 'increas', 'increas', 'increas', 'increas', 'increas', 'independ', 'index', 'industri', 'industri', 'inflat', 'influenc', 'institut', 'intellig', 'interest', 'intern', 'japan', 'japan', 'japan', 'japan', 'japan', 'japan', 'japan', 'japanes', 'joint', 'key', 'land', 'larg', 'last', 'last', 'less', 'like', 'long', 'look', 'look', 'lose', 'loss', 'lower', 'manufactur', 'margin', 'mark', 'mark', 'market', 'materi', 'meet', 'minist', 'modest', 'nation', 'new', 'non', 'oecd', 'oecd', 'oecd', 'oecd', 'oecd', 'oecd', 'oil', 'oil', 'oil', 'oil', 'opec', 'organis', 'organis', 'output', 'output', 'part', 'payment', 'payment', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'point', 'pois', 'polici', 'polici', 'polici', 'post', 'post', 'price', 'price', 'price', 'price', 'price', 'price', 'produc', 'product', 'promis', 'prospect', 'prospect', 'prospect', 'put', 'rag', 'rate', 'rate', 'rate', 'rate', 'rate', 'rather', 'raw', 'recess', 'recoveri', 'remain', 'research', 'respond', 'resum', 'revis', 'rise', 'rise', 'rise', 'risk', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'sale', 'saw', 'saw', 'scant', 'scenario', 'seen', 'seen', 'shift', 'show', 'sick', 'side', 'sinc', 'singl', 'slide', 'slow', 'slow', 'slower', 'slowli', 'sluggish', 'sluggish', 'smaller', 'soar', 'steeper', 'stop', 'surplus', 'surplus', 'sustain', 'swing', 'talk', 'third', 'three', 'three', 'three', 'thus', 'tighter', 'time', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'u', 'u', 'u', 'u', 'u', 'unit', 'valu', 'weak', 'weak', 'weak', 'weak', 'weight', 'west', 'west', 'west', 'west', 'west', 'west', 'will', 'willing', 'world', 'world', 'would', 'would', 'would', 'would', 'would', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'yen', 'yen', 'yen', 'yen']"
0449,"['09:58:33.04', '200', '9-mar-1987', 'ab', 'ab', 'abil', 'access', 'bertil', 'borrow', 'boston', 'capit', 'compani', 'compani', 'counter', 'credit', 'direct', 'dlr', 'dollar', 'eurocommerci', 'eurocommerci', 'financ', 'first', 'gain', 'handelsbanken', 'improv', 'intern', 'intern', 'intern', 'internationalis', 'known', 'launch', 'launch', 'maker', 'market', 'market', 'meet', 'mln', 'morgan', 'move', 'natur', 'note', 'paper', 'paper', 'part', 'pharmacia', 'pharmacia', 'pharmacia', 'plc', 'programm', 'programm', 'requir', 'said', 'said', 'said', 'share', 'short', 'stanley', 'state', 'step', 'stockholm', 'suiss', 'svenska', 'term', 'tiusanen', 'tokyo', 'trade', 'treasur', 'unit', 'whose', 'would']"
0450,"['09:59:00.21', '15', '15', '228', '300', '9-mar-1987', 'assist', 'assist', 'bank', 'compar', 'england', 'estim', 'given', 'given', 'help', 'k', 'late', 'late', 'liquid', 'market', 'market', 'market', 'mln', 'mln', 'mln', 'mln', 'money', 'provid', 'revis', 'said', 'shortag', 'stg', 'stg', 'stg', 'stg', 'today', 'total', 'u', 'unspecifi', 'worth', 'worth']"
0451,"['10:22:24.09', '12', '13', '13.5', '19', '5-mar-1987', '8.3', 'abroad', 'ad', 'ago', 'ago', 'aim', 'almost', 'also', 'also', 'anoth', 'approv', 'area', 'area', 'around', 'attract', 'auction', 'auster', 'avoid', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'banker', 'banker', 'banker', 'banker', 'banker', 'banker', 'banker', 'banker', 'becom', 'bring', 'call', 'case', 'central', 'chang', 'choke', 'clash', 'commerci', 'commerci', 'communiti', 'companion', 'compens', 'competit', 'competit', 'competit', 'control', 'cost', 'could', 'cut', 'daili', 'decis', 'decre', 'demand', 'demonstr', 'deposit', 'despit', 'determin', 'dismiss', 'done', 'eas', 'economi', 'effect', 'effect', 'effect', 'effect', 'eight', 'end', 'enough', 'essenti', 'european', 'excess', 'export', 'farmer', 'faster', 'felip', 'fight', 'five', 'follow', 'foreign', 'foreign', 'four', 'fund', 'fund', 'fund', 'gazett', 'get', 'gonzalez', 'good', 'govern', 'govern', 'govern', 'growth', 'hard', 'hard', 'head', 'help', 'high', 'higher', 'higher', 'hike', 'hit', 'hit', 'impact', 'increas', 'increas', 'increas', 'industri', 'industri', 'inevit', 'inflat', 'inflat', 'inflat', 'inflat', 'insist', 'insist', 'interest', 'interest', 'interest', 'interest', 'interest', 'interest', 'invest', 'involv', 'job', 'join', 'key', 'know', 'last', 'last', 'last', 'left', 'lend', 'lend', 'lend', 'less', 'level', 'liberalis', 'liquid', 'long', 'made', 'major', 'make', 'make', 'march', 'market', 'maximium', 'measur', 'measur', 'measur', 'meet', 'minist', 'money', 'money', 'money', 'money', 'money', 'month', 'month', 'month', 'move', 'much', 'must', 'night', 'nine', 'occurr', 'offer', 'offer', 'offici', 'offici', 'one', 'overnight', 'overnight', 'pain', 'part', 'partner', 'pay', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'percentag', 'peseta', 'point', 'polit', 'prefer', 'prime', 'proport', 'public', 'pursu', 'push', 'rais', 'rais', 'rais', 'rais', 'rais', 'rate', 'rate', 'rate', 'rate', 'rate', 'rate', 'rate', 'rate', 'rate', 'rate', 'rate', 'rate', 'real', 'reduc', 'reflect', 'reli', 'repres', 'requir', 'requir', 'requir', 'requir', 'requir', 'reserv', 'reserv', 'reserv', 'reserv', 'rise', 'rise', 'rise', 'run', 'sacrific', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'save', 'say', 'say', 'say', 'say', 'say', 'senior', 'set', 'set', 'show', 'sinc', 'six', 'six', 'social', 'socialist', 'spain', 'spain', 'spain', 'spain', 'spanish', 'spanish', 'specif', 'spend', 'stage', 'start', 'state', 'stay', 'strategi', 'strengthen', 'strong', 'student', 'suggest', 'suppli', 'suppli', 'tactic', 'take', 'take', 'target', 'target', 'think', 'threaten', 'time', 'time', 'today', 'today', 'tomorrow', 'tomorrow', 'trade', 'trade', 'unchang', 'unemploy', 'union', 'unpleas', 'use', 'way', 'way', 'welcom', 'welcom', 'whose', 'worker', 'year', 'year', 'year', 'year', 'year', 'yesterday']"
0452,"['0.40', '0.80', '1.51', '1.61', '101', '10:22:36.39', '133.5', '1986', '5-mar-1987', 'ab', 'billion', 'billion', 'crown', 'crown', 'crown', 'dividend', 'gamb', 'gambro', 'mln', 'mln', 'propos', 'sale', 'st', 'vs', 'vs', 'vs', 'year']"
0453,"['10', '10:22:52.88', '12', '13', '17', '18', '1985', '1985', '1986', '1986', '1986', '5-mar-1987', '62.5', '65.7', '66.5', '66.6', '67.2', '86', '86', '87', '87', 'airlin', 'april', 'april', 'capac', 'capac', 'compar', 'compar', 'dutch', 'eight', 'factor', 'factor', 'factor', 'februari', 'februari', 'februari', 'februari', 'februari', 'februari', 'higher', 'januari', 'januari', 'klm', 'klm', 'klm', 'load', 'load', 'load', 'nine', 'nine', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'period', 'period', 'period', 'period', 'respect', 'respect', 'rose', 'rose', 'rose', 'rose', 'rose', 'royal', 'said', 'traffic', 'traffic', 'versus']"
0454,"['1.2', '10:24:42.04', '11', '36', '5-mar-1987', '9.5', 'accord', 'accord', 'accord', 'achiev', 'ad', 'agre', 'aid', 'aim', 'andriessen', 'annual', 'anoth', 'area', 'attempt', 'augur', 'backslid', 'began', 'benefit', 'brought', 'butter', 'carri', 'cereal', 'come', 'commiss', 'commission', 'communiti', 'could', 'could', 'current', 'curtail', 'cushion', 'cut', 'cut', 'cut', 'dairi', 'deal', 'deal', 'decemb', 'delight', 'despit', 'despit', 'detail', 'determin', 'diplomat', 'direct', 'drain', 'earlier', 'earlier', 'ec', 'ec', 'ec', 'ec', 'ec', 'effect', 'effect', 'eight', 'encourag', 'end', 'end', 'enforc', 'ever', 'expect', 'farm', 'farm', 'farmer', 'farmer', 'farmer', 'featur', 'fight', 'fight', 'final', 'fine', 'fix', 'food', 'food', 'fran', 'frozen', 'grain', 'high', 'histori', 'hour', 'immedi', 'implic', 'incom', 'intervent', 'intervent', 'lake', 'last', 'later', 'lead', 'lead', 'level', 'limit', 'low', 'main', 'marathon', 'measur', 'milk', 'minist', 'minist', 'minist', 'minist', 'minist', 'mln', 'month', 'mountain', 'much', 'negoti', 'negoti', 'never', 'new', 'new', 'offens', 'offici', 'offici', 'offici', 'offici', 'offici', 'oil', 'oliv', 'one', 'origin', 'outlin', 'outlin', 'output', 'output', 'pave', 'pave', 'pct', 'pct', 'pill', 'place', 'polici', 'prepar', 'pressur', 'price', 'price', 'price', 'price', 'price', 'price', 'propos', 'propos', 'provid', 'public', 'qualiti', 'qualiti', 'reach', 'reach', 'record', 'reduc', 'reduc', 'reform', 'reform', 'reform', 'reform', 'reform', 'restrict', 'result', 'review', 'right', 'right', 'rule', 'said', 'said', 'said', 'sale', 'say', 'sector', 'sell', 'senior', 'session', 'sever', 'sink', 'standard', 'state', 'stock', 'strict', 'subsidis', 'support', 'surplus', 'surplus', 'surplus', 'swallow', 'talk', 'tonn', 'tremend', 'trickl', 'two', 'unwelcom', 'waver', 'way', 'way', 'week', 'week', 'well', 'wine', 'work', 'worst', 'would', 'year']"
0455,"['105.9', '10:26:01.21', '113.2', '4.3', '5-mar-1987', '6.9', '6.9', 'co', 'compani', 'compar', 'dlrs', 'dlrs', 'earlier', 'februari', 'februari', 'inc', 'last', 'mercantil', 'mercantil', 'mln', 'mln', 'month', 'month', 'mst', 'pct', 'pct', 'pct', 'rose', 'said', 'said', 'sale', 'sale', 'sale', 'store', 'store', 'store', 'total', 'year']"
0456,"['10:26:54.83', '12.7', '249.0', '276.7', '28', '5-mar-1987', 'ago', 'basi', 'co', 'compar', 'corp', 'dlrs', 'end', 'februari', 'februari', 'four', 'mln', 'mln', 'mobil', 'mobil', 'montgomeri', 'montgomeri', 'pct', 'retail', 'rose', 'said', 'sale', 'sale', 'smob', 'store', 'ward', 'ward', 'week', 'year']"
0457,"['10:27:17.51', '5-mar-1987', 'adopt', 'allay', 'altern', 'american', 'artifici', 'ask', 'att', 'att', 'att', 'att', 'att', 'att', 'att', 'back', 'belief', 'bell', 'bert', 'breakup', 'brief', 'call', 'cap', 'chairman', 'co', 'commiss', 'commission', 'communic', 'communic', 'competitor', 'conced', 'concept', 'consum', 'continu', 'corp', 'creat', 'cut', 'denni', 'deregul', 'deregul', 'deregul', 'deregul', 'deregul', 'deregul', 'deregul', 'distanc', 'distanc', 'environ', 'expect', 'fcc', 'fcc', 'fcc', 'fcc', 'fcc', 'fear', 'feder', 'feder', 'follow', 'forc', 'govern', 'greater', 'howev', 'immedi', 'immedi', 'increas', 'lead', 'let', 'let', 'long', 'long', 'manag', 'market', 'market', 'market', 'marketplac', 'may', 'mci', 'mci', 'mci', 'mci', 'mci', 'mci', 'mci', 'mcic', 'might', 'move', 'name', 'news', 'note', 'one', 'open', 'order', 'order', 'patrick', 'piecem', 'plan', 'pose', 'presid', 'price', 'price', 'princip', 'profit', 'profit', 'rais', 'rate', 'rate', 'rather', 'recent', 'reduct', 'risk', 'risk', 'robert', 'robert', 'robert', 'robert', 'said', 'said', 'seek', 'seen', 'shave', 'signal', 'system', 'telegraph', 'telephon', 'telephon', 'time', 'told', 'tomarrow', 'transit', 'whose', 'wide', 'would']"
